model,display_freq,battery,price,ram,size,camera_res
Motorola Model 78918,105,4895,30601,12,5.73,85.6
Nokia Model 78919,64,3427,21310,6,5.76,106.5
Sony Model 78920,142,5304,34117,15,6.47,64.4
OnePlus Model 78921,101,4573,4843,13,4.88,95.0
Motorola Model 78922,65,4055,37873,12,5.28,47.7
Apple Model 78923,141,4320,12335,16,4.75,103.0
Huawei Model 78924,75,5745,20019,4,6.6,34.7
Motorola Model 78925,103,3526,38517,4,7.17,83.2
Xiaomi Model 78926,142,5031,4173,9,4.74,63.7
Nokia Model 78927,93,5911,10987,8,5.66,79.6
Xiaomi Model 78928,69,4712,34503,15,6.9,95.3
Asus Model 78929,114,4564,30866,11,7.2,42.8
Motorola Model 78930,69,4349,34987,12,5.43,69.6
OnePlus Model 78931,118,4826,10690,9,4.82,8.5
OnePlus Model 78932,89,5365,38428,4,5.96,30.5
Huawei Model 78933,122,3351,34042,11,6.14,76.0
Oppo Model 78934,125,4059,30847,6,6.9,69.4
Asus Model 78935,73,3777,20650,3,6.31,38.8
Asus Model 78936,144,4381,39533,6,6.25,63.2
Realme Model 78937,92,4896,26740,13,5.38,18.6
Oppo Model 78938,79,5430,17724,5,6.21,78.9
Nokia Model 78939,73,4394,28039,7,6.73,24.5
Sony Model 78940,83,3689,35500,9,5.56,8.2
Apple Model 78941,80,4758,17511,13,5.97,59.1
Realme Model 78942,139,3250,25507,7,4.86,15.9
Motorola Model 78943,138,5821,20079,5,5.08,29.1
Motorola Model 78944,77,5953,12566,10,4.75,55.6
Oppo Model 78945,71,3557,36883,8,4.79,76.0
Apple Model 78946,77,3457,4470,8,4.6,65.3
Apple Model 78947,76,3134,20294,10,6.99,62.8
Realme Model 78948,74,5880,33036,15,5.01,35.8
Motorola Model 78949,131,4986,10855,10,4.88,54.0
Samsung Model 78950,109,5674,30259,16,5.65,37.0
Huawei Model 78951,102,3405,33672,9,6.97,44.2
OnePlus Model 78952,85,4543,31290,6,5.67,67.8
Huawei Model 78953,143,4340,30626,5,5.18,91.7
Motorola Model 78954,137,4914,10168,16,6.58,50.4
Google Model 78955,118,5611,24028,10,4.84,73.6
OnePlus Model 78956,110,5683,39580,8,4.57,93.2
Realme Model 78957,114,4502,18656,14,5.75,12.1
Huawei Model 78958,70,3940,23899,3,5.51,56.3
Motorola Model 78959,126,5109,6923,15,6.56,96.3
Motorola Model 78960,102,5650,3711,7,6.1,80.3
Asus Model 78961,89,3505,36873,5,4.8,104.9
Apple Model 78962,74,3754,22809,14,7.12,12.2
Apple Model 78963,97,3876,29019,14,6.17,69.1
Oppo Model 78964,93,5645,3923,15,4.8,100.0
Nokia Model 78965,144,4980,20823,6,6.0,13.7
Google Model 78966,64,4709,30086,4,5.11,71.0
Huawei Model 78967,61,5981,28542,3,4.64,92.9
Apple Model 78968,107,5606,30972,13,6.62,105.9
Oppo Model 78969,139,4448,22438,6,6.5,82.3
OnePlus Model 78970,117,3134,9513,3,4.87,24.6
Xiaomi Model 78971,87,4697,14019,5,6.81,23.3
Xiaomi Model 78972,101,3156,24473,12,5.49,25.0
Asus Model 78973,62,5179,31997,4,6.28,22.4
Apple Model 78974,127,4340,8997,6,4.92,74.7
Xiaomi Model 78975,121,4602,13028,5,6.61,72.2
Samsung Model 78976,89,5216,12311,10,6.56,15.6
Motorola Model 78977,77,5597,9828,3,5.38,106.9
Apple Model 78978,140,4936,33475,10,5.07,49.7
Sony Model 78979,65,4301,37657,3,6.17,11.3
Samsung Model 78980,77,3626,12507,10,4.54,21.5
OnePlus Model 78981,123,5551,36029,5,5.07,63.2
Motorola Model 78982,141,3234,29460,4,6.37,86.1
Apple Model 78983,84,5684,34656,8,6.46,68.6
Asus Model 78984,115,5800,35788,8,7.08,30.3
Sony Model 78985,69,5240,36491,6,5.51,63.4
OnePlus Model 78986,115,4442,9946,7,4.89,100.7
Motorola Model 78987,73,5569,37416,6,6.69,94.1
Nokia Model 78988,88,3653,32654,10,5.48,57.0
Oppo Model 78989,124,3891,39423,9,6.87,56.1
Nokia Model 78990,102,3001,13608,8,7.16,70.8
Realme Model 78991,113,3575,13010,6,4.54,10.7
Xiaomi Model 78992,121,4471,10571,6,6.71,63.9
Asus Model 78993,86,3297,35293,15,4.57,19.9
Samsung Model 78994,85,5102,20201,9,6.84,13.3
Apple Model 78995,76,3572,10723,5,6.59,80.1
Realme Model 78996,132,5395,28199,14,6.75,100.0
Apple Model 78997,76,4267,39641,15,6.35,27.8
OnePlus Model 78998,137,5681,24060,12,5.05,21.3
Realme Model 78999,106,5160,14935,3,6.84,60.3
OnePlus Model 79000,143,4694,26609,11,4.53,30.2
Apple Model 79001,124,4491,25002,7,5.27,8.9
OnePlus Model 79002,142,3570,34307,3,4.99,52.8
Sony Model 79003,71,4202,16538,16,6.89,96.6
Nokia Model 79004,65,5925,37920,10,4.96,88.9
Nokia Model 79005,71,5990,21090,14,7.14,56.7
Google Model 79006,80,3635,3803,4,5.45,35.8
Realme Model 79007,73,3503,24987,15,5.65,51.3
OnePlus Model 79008,116,3455,9189,3,6.58,30.9
Oppo Model 79009,84,5295,36719,13,5.63,92.7
OnePlus Model 79010,96,5044,36249,5,7.17,64.8
Sony Model 79011,67,3404,9448,9,4.81,57.8
Nokia Model 79012,90,4554,31580,16,4.54,34.5
OnePlus Model 79013,82,3356,18080,6,5.44,62.4
Sony Model 79014,120,3593,22950,3,6.9,14.6
Realme Model 79015,93,3533,24733,13,5.7,82.4
Google Model 79016,142,4149,6213,7,6.71,14.1
Oppo Model 79017,97,4726,25340,13,5.83,99.1
Nokia Model 79018,84,5741,5023,11,5.09,72.2
Samsung Model 79019,82,5566,36588,11,6.38,41.9
Xiaomi Model 79020,70,4317,3018,8,6.95,67.9
OnePlus Model 79021,124,4261,6476,16,6.68,58.5
Asus Model 79022,134,3483,15787,8,7.08,44.7
Oppo Model 79023,120,5544,18135,10,6.69,74.8
Asus Model 79024,90,3233,28400,3,6.67,93.5
Asus Model 79025,104,3154,30432,14,5.34,61.5
Google Model 79026,91,5997,38543,14,7.04,54.1
Xiaomi Model 79027,87,5885,4777,11,6.11,89.1
Google Model 79028,94,4167,38120,4,4.81,41.2
Sony Model 79029,141,3449,25626,12,4.56,74.6
Oppo Model 79030,89,4715,39439,3,7.12,97.7
Motorola Model 79031,110,5848,21352,7,4.74,21.2
Apple Model 79032,77,4526,9221,7,4.55,100.3
Xiaomi Model 79033,127,3432,4324,13,6.18,41.5
Oppo Model 79034,140,3611,22178,4,5.57,69.1
Nokia Model 79035,81,3688,28400,11,6.58,17.3
OnePlus Model 79036,76,4706,16932,13,5.84,99.0
Xiaomi Model 79037,127,3623,3104,8,4.8,77.2
Apple Model 79038,60,3675,29611,9,4.73,43.5
Samsung Model 79039,84,5920,37447,10,6.89,8.6
Samsung Model 79040,104,3353,14265,4,4.78,50.6
Google Model 79041,82,4916,30439,12,5.4,44.7
Sony Model 79042,115,4771,27291,10,5.94,40.4
Sony Model 79043,128,3008,10954,5,4.92,18.1
Motorola Model 79044,100,3221,39618,4,4.86,22.2
Asus Model 79045,123,5453,6561,10,7.19,70.1
Motorola Model 79046,84,3414,10088,10,5.57,42.9
Sony Model 79047,98,3932,20018,7,4.87,28.7
Asus Model 79048,76,3529,13681,14,5.72,67.7
OnePlus Model 79049,105,5652,11884,13,6.36,72.4
Motorola Model 79050,130,5250,28195,16,5.23,84.6
Apple Model 79051,61,5490,20547,13,6.68,28.8
Oppo Model 79052,125,4095,35500,13,5.01,49.1
Xiaomi Model 79053,97,4845,23879,16,6.72,8.3
Huawei Model 79054,71,3416,24680,9,5.58,80.2
Motorola Model 79055,84,5889,23168,9,7.17,39.6
Motorola Model 79056,144,5876,7353,5,5.93,97.7
Huawei Model 79057,103,3887,30714,8,6.8,41.4
Nokia Model 79058,63,4952,26116,16,6.94,64.7
Google Model 79059,82,3808,11241,9,4.59,19.8
OnePlus Model 79060,120,3344,28754,6,5.71,30.6
Asus Model 79061,87,4328,17852,9,5.49,36.2
Realme Model 79062,63,3527,12704,11,6.99,89.3
Realme Model 79063,138,4396,28512,13,6.14,74.5
Motorola Model 79064,106,4411,15048,15,7.2,104.9
Motorola Model 79065,122,3511,13197,15,4.94,23.1
Nokia Model 79066,100,4637,24907,6,6.86,96.7
Oppo Model 79067,142,3057,36382,6,6.73,47.1
Samsung Model 79068,99,5139,33291,9,7.13,15.6
Realme Model 79069,68,5156,30446,6,6.1,63.9
Google Model 79070,73,3082,38993,16,6.42,16.1
Huawei Model 79071,69,4039,27639,14,4.78,64.5
Oppo Model 79072,143,3145,24319,12,6.56,49.4
Apple Model 79073,64,3932,20504,10,4.76,67.0
Google Model 79074,122,4556,14637,11,6.51,33.1
Motorola Model 79075,93,5015,9779,15,6.24,23.4
Google Model 79076,135,4910,14938,6,6.99,38.9
Apple Model 79077,139,4757,16001,8,5.48,104.1
Samsung Model 79078,103,3959,18693,8,4.96,82.8
OnePlus Model 79079,88,5756,35592,14,6.34,56.3
Xiaomi Model 79080,133,3326,13935,10,5.68,95.8
Nokia Model 79081,65,4268,8589,14,5.62,93.6
Asus Model 79082,132,4451,4444,3,5.88,92.9
Realme Model 79083,60,3074,38264,12,5.45,22.1
Nokia Model 79084,126,4775,38821,12,4.92,32.7
Oppo Model 79085,60,5201,28454,15,5.48,14.4
Google Model 79086,126,4613,34339,9,5.2,73.3
Realme Model 79087,134,3865,31615,15,4.97,88.0
Realme Model 79088,93,3637,17592,8,5.94,22.7
Xiaomi Model 79089,136,4504,21721,5,4.77,70.3
Samsung Model 79090,83,3608,33504,3,5.05,53.5
Nokia Model 79091,135,3759,8035,13,6.58,31.6
Realme Model 79092,133,4453,15056,5,6.76,26.8
Huawei Model 79093,135,3202,20874,11,5.45,44.8
Oppo Model 79094,77,4016,18717,11,5.84,11.3
Sony Model 79095,129,3415,20774,10,6.09,82.5
Sony Model 79096,72,3924,29108,16,5.03,92.1
Xiaomi Model 79097,101,4228,33521,13,6.34,89.0
Asus Model 79098,105,3635,7404,14,5.55,47.2
Nokia Model 79099,74,3364,16790,5,4.54,31.9
Apple Model 79100,95,4340,20604,16,4.57,43.7
Google Model 79101,143,4846,13360,14,4.7,80.6
Samsung Model 79102,142,5789,10407,5,5.66,93.1
Sony Model 79103,79,3341,19735,10,4.69,61.3
Motorola Model 79104,144,4654,25523,11,4.51,55.0
Samsung Model 79105,90,3214,11421,13,5.96,26.7
OnePlus Model 79106,115,3680,21122,9,6.91,107.3
Oppo Model 79107,82,5294,20982,5,6.34,48.0
Realme Model 79108,131,3668,24016,15,4.82,23.2
Realme Model 79109,117,3575,25185,11,6.4,17.1
Apple Model 79110,66,5752,17088,16,5.02,84.2
Xiaomi Model 79111,104,5192,29704,11,4.69,90.2
Oppo Model 79112,62,3505,29046,4,5.65,105.3
Nokia Model 79113,92,4104,30026,9,6.95,44.1
Google Model 79114,111,5102,9224,4,5.53,88.1
Apple Model 79115,88,5514,26862,14,5.2,94.5
Motorola Model 79116,81,3871,27049,4,6.92,16.4
Apple Model 79117,62,4667,35963,15,6.41,64.1
Realme Model 79118,117,3875,30836,3,5.0,93.7
Google Model 79119,60,5473,14704,14,5.3,42.4
Nokia Model 79120,67,5467,37729,10,6.29,97.6
Apple Model 79121,112,3041,32215,10,5.64,106.0
OnePlus Model 79122,64,3791,30819,4,7.01,34.7
Oppo Model 79123,86,5223,4144,7,5.04,31.1
Sony Model 79124,132,5512,34300,10,6.71,81.2
Realme Model 79125,128,4576,7031,3,7.19,84.4
Google Model 79126,67,4224,31120,6,5.3,45.4
Samsung Model 79127,92,4441,34553,16,5.8,82.4
Oppo Model 79128,135,5886,26594,9,5.14,82.7
Asus Model 79129,90,3215,3566,16,4.73,105.5
Sony Model 79130,131,5319,21916,4,5.77,18.7
Oppo Model 79131,76,3644,10026,10,7.08,17.9
Google Model 79132,97,5303,33558,16,5.72,43.1
Nokia Model 79133,142,4054,38373,13,6.41,98.4
Google Model 79134,131,5969,7273,9,5.54,100.3
Xiaomi Model 79135,61,4718,17661,15,6.49,98.1
Samsung Model 79136,108,5230,31234,5,5.82,83.7
Nokia Model 79137,93,4309,6709,8,6.28,27.8
Huawei Model 79138,66,3442,15930,9,5.73,19.9
Motorola Model 79139,88,3744,8323,12,4.68,98.4
Google Model 79140,62,5697,30574,15,7.2,93.2
Xiaomi Model 79141,71,3971,6407,11,5.04,89.2
Huawei Model 79142,130,4911,12443,10,6.71,69.6
Motorola Model 79143,83,5638,34998,8,5.83,89.1
Oppo Model 79144,111,5563,16246,12,7.12,71.8
Realme Model 79145,131,4776,15355,8,4.64,42.8
Huawei Model 79146,68,3316,27959,4,4.59,19.2
Motorola Model 79147,95,4337,18247,7,6.75,84.2
Sony Model 79148,72,3567,25527,14,6.78,33.6
Asus Model 79149,74,4864,31969,9,7.07,28.2
Motorola Model 79150,93,3118,8559,16,6.29,21.1
Huawei Model 79151,130,4599,16979,14,4.66,31.2
Huawei Model 79152,107,3627,8698,3,5.46,16.1
Huawei Model 79153,115,4460,27539,3,6.84,99.4
Samsung Model 79154,61,5544,9568,12,6.08,19.0
Realme Model 79155,91,3556,4667,14,6.84,96.7
Sony Model 79156,100,5789,18646,4,5.05,86.6
Google Model 79157,62,4765,28850,8,5.68,48.0
OnePlus Model 79158,120,5460,24951,11,4.62,56.8
Huawei Model 79159,69,5950,23042,16,6.14,25.2
Asus Model 79160,127,3532,25279,15,6.37,44.7
OnePlus Model 79161,83,3039,37153,16,4.82,39.7
Motorola Model 79162,72,4554,37640,8,6.76,102.1
Apple Model 79163,130,3430,13359,13,6.59,106.4
Nokia Model 79164,120,5865,21959,10,5.97,43.4
Realme Model 79165,110,4790,29837,7,7.05,62.2
Sony Model 79166,118,3180,31347,3,6.01,92.6
Huawei Model 79167,99,4872,33431,4,6.09,40.1
Samsung Model 79168,103,3262,13516,5,5.71,94.3
Xiaomi Model 79169,82,3332,25426,15,5.9,50.6
Oppo Model 79170,66,5190,6108,6,4.96,41.0
Realme Model 79171,143,5866,28725,6,6.04,32.0
Realme Model 79172,143,5602,22936,11,4.71,85.5
OnePlus Model 79173,100,5257,34639,16,6.12,55.0
OnePlus Model 79174,131,5253,22295,12,6.5,73.3
Realme Model 79175,79,3492,6147,4,5.53,84.9
Nokia Model 79176,102,3767,36258,5,4.91,104.0
Motorola Model 79177,110,5083,11710,10,6.89,60.9
Asus Model 79178,82,3905,7135,8,5.41,16.9
Sony Model 79179,61,5312,14944,14,5.48,54.2
Realme Model 79180,132,5833,17047,15,6.97,46.0
Apple Model 79181,82,3157,27363,5,5.99,94.0
Sony Model 79182,144,4113,17849,14,5.9,20.2
Apple Model 79183,140,4651,20916,16,5.76,33.5
Realme Model 79184,130,5555,7604,12,6.73,50.4
Oppo Model 79185,114,5255,28788,12,5.34,39.5
Google Model 79186,130,4247,4385,10,6.15,46.2
Xiaomi Model 79187,89,3384,3813,7,6.63,53.3
OnePlus Model 79188,79,5437,3920,4,6.49,85.4
Motorola Model 79189,79,3716,38278,16,5.37,41.4
OnePlus Model 79190,89,4970,36057,14,5.69,83.9
Samsung Model 79191,92,5373,32647,15,4.84,80.0
Huawei Model 79192,123,3620,18299,7,6.95,105.7
Sony Model 79193,80,4770,19631,9,6.73,93.7
Samsung Model 79194,98,3388,9070,13,4.97,8.4
Asus Model 79195,128,4314,27565,3,5.32,55.0
Asus Model 79196,139,5363,15083,12,5.74,80.1
Sony Model 79197,90,5280,19904,13,6.57,97.9
Sony Model 79198,82,5829,15574,5,6.93,37.6
Oppo Model 79199,122,4954,34516,12,5.13,37.9
Xiaomi Model 79200,141,4147,35423,3,5.1,90.4
Huawei Model 79201,85,4856,26181,5,5.95,29.8
Oppo Model 79202,91,3565,14344,12,6.64,22.8
Nokia Model 79203,98,5248,6675,3,6.23,69.4
Sony Model 79204,112,5525,36587,7,6.22,60.6
OnePlus Model 79205,139,3879,22798,12,4.85,68.6
Sony Model 79206,83,4325,33091,15,6.33,104.0
Huawei Model 79207,79,3500,29872,9,5.67,101.0
Google Model 79208,86,4979,30249,14,5.05,93.3
Sony Model 79209,120,5853,37377,8,6.08,34.4
Motorola Model 79210,86,4510,26956,12,5.23,96.6
Xiaomi Model 79211,79,4001,37432,14,6.53,17.1
Oppo Model 79212,78,3785,34539,4,5.77,69.0
Huawei Model 79213,135,5091,32157,3,4.92,66.1
Realme Model 79214,69,3515,31305,14,4.84,108.0
Oppo Model 79215,68,5720,3536,11,6.5,31.9
Huawei Model 79216,98,5792,33098,5,6.81,14.2
OnePlus Model 79217,85,3721,24881,10,5.74,15.4
OnePlus Model 79218,112,3820,26193,13,5.03,31.3
Apple Model 79219,60,5311,38523,12,5.52,104.0
Asus Model 79220,127,4407,16758,6,6.23,83.2
Huawei Model 79221,83,5778,11886,6,5.25,97.6
Samsung Model 79222,67,4490,26063,14,6.54,26.4
Nokia Model 79223,105,5049,4133,14,5.65,96.3
Sony Model 79224,77,4433,16651,11,6.68,9.4
Apple Model 79225,127,3576,24342,7,6.37,88.8
Samsung Model 79226,68,3419,10640,11,5.33,77.7
Oppo Model 79227,100,5355,20406,11,5.94,106.0
Google Model 79228,80,4856,14259,14,4.51,37.9
Oppo Model 79229,87,4944,26428,16,4.86,34.7
Samsung Model 79230,75,3391,29494,11,5.4,41.5
OnePlus Model 79231,109,3751,33084,10,4.87,60.4
Motorola Model 79232,93,3296,18595,3,5.29,79.4
OnePlus Model 79233,73,5571,29027,8,7.12,91.5
Asus Model 79234,126,4165,14997,14,5.78,14.1
Xiaomi Model 79235,104,5761,4641,13,6.48,81.2
Oppo Model 79236,136,5055,6172,6,6.85,61.3
Samsung Model 79237,106,4151,34306,9,6.06,68.2
Oppo Model 79238,108,5485,28171,5,6.37,56.3
Xiaomi Model 79239,129,5504,14657,5,6.18,30.0
Oppo Model 79240,85,4215,29654,4,7.18,59.7
Google Model 79241,116,5281,39317,6,6.32,37.4
Sony Model 79242,104,3277,8384,4,5.41,71.2
Motorola Model 79243,119,5516,37007,9,5.03,31.8
Motorola Model 79244,138,5335,6478,15,5.4,97.8
Apple Model 79245,80,5407,23509,3,5.38,103.5
Asus Model 79246,129,3041,8284,13,7.06,74.9
Xiaomi Model 79247,102,4814,5876,3,5.2,89.1
OnePlus Model 79248,115,3886,29965,5,5.72,62.7
Asus Model 79249,79,4929,6147,14,6.81,32.1
Xiaomi Model 79250,82,3149,13224,10,6.8,56.6
Motorola Model 79251,133,4553,27464,14,6.92,78.0
Sony Model 79252,127,4149,22920,3,6.6,104.9
Motorola Model 79253,89,4375,4387,14,7.07,39.1
Huawei Model 79254,129,5070,14043,14,6.49,38.4
Realme Model 79255,82,5969,31393,11,5.93,23.1
Oppo Model 79256,110,4835,8276,16,6.11,40.1
Nokia Model 79257,92,5867,27216,16,4.84,80.0
Oppo Model 79258,97,5119,11916,13,5.73,64.1
Motorola Model 79259,69,3162,22998,11,6.83,27.9
Motorola Model 79260,131,5780,14045,5,6.29,72.6
OnePlus Model 79261,70,5198,9128,16,5.58,50.6
Asus Model 79262,106,3316,11974,3,6.94,90.5
Asus Model 79263,141,3393,9640,9,6.81,54.4
Motorola Model 79264,113,5574,22643,4,6.75,40.7
Asus Model 79265,95,4252,14682,5,6.26,17.7
Samsung Model 79266,99,3864,3205,3,7.16,103.8
Nokia Model 79267,95,5568,28243,7,6.43,105.4
Motorola Model 79268,105,4281,10685,14,6.6,47.7
Nokia Model 79269,85,4474,25720,14,6.22,99.7
Nokia Model 79270,144,5867,27130,9,7.11,43.6
Apple Model 79271,92,5801,22727,9,6.8,62.7
Xiaomi Model 79272,144,5268,36115,4,4.87,106.2
Apple Model 79273,134,5399,14608,16,6.9,92.7
Apple Model 79274,77,5196,31512,13,4.69,102.7
Apple Model 79275,94,4560,18462,12,5.22,87.8
Apple Model 79276,110,3362,38557,6,5.51,85.4
Realme Model 79277,92,4806,39947,13,5.7,15.4
OnePlus Model 79278,61,3164,14906,7,6.9,94.6
Asus Model 79279,82,4071,24751,15,7.11,99.4
Motorola Model 79280,60,3115,21864,10,6.56,25.6
Xiaomi Model 79281,74,5768,5677,15,6.77,19.1
Oppo Model 79282,105,3278,7329,13,6.02,67.9
OnePlus Model 79283,73,3628,37406,8,7.2,97.0
Asus Model 79284,118,4537,7932,12,5.89,87.2
Samsung Model 79285,75,4987,15724,8,6.09,13.6
Realme Model 79286,98,3148,39095,11,6.5,30.4
Apple Model 79287,89,3252,37025,14,5.04,60.5
Motorola Model 79288,91,4847,30961,16,7.06,104.4
Realme Model 79289,105,5937,35169,10,6.23,9.1
Samsung Model 79290,102,4111,30831,9,4.69,98.1
Samsung Model 79291,91,4247,11972,7,6.44,92.8
Realme Model 79292,115,5850,20709,7,5.43,30.5
Google Model 79293,114,5435,37690,10,6.12,19.6
Oppo Model 79294,62,4845,38447,12,6.3,68.4
Oppo Model 79295,84,4396,4102,5,6.04,9.9
Nokia Model 79296,113,5499,29143,6,6.57,104.9
Huawei Model 79297,92,3176,35200,6,4.59,28.5
Xiaomi Model 79298,115,3536,28202,11,6.48,50.4
Google Model 79299,74,4867,6565,5,5.81,44.7
Oppo Model 79300,85,5921,24089,11,6.17,86.7
Apple Model 79301,68,5378,34015,5,7.01,21.8
OnePlus Model 79302,119,5256,14091,5,5.98,63.5
Motorola Model 79303,66,4287,22181,15,5.26,32.7
Xiaomi Model 79304,72,5121,11644,7,5.51,35.2
Sony Model 79305,73,5836,27782,11,4.61,94.7
Asus Model 79306,126,4617,15929,7,5.72,19.7
Oppo Model 79307,122,3454,26925,16,6.42,15.7
Oppo Model 79308,111,5044,23717,10,5.22,97.6
Oppo Model 79309,75,5307,26644,6,6.1,23.4
Huawei Model 79310,137,5988,15878,8,6.6,78.0
Xiaomi Model 79311,138,4794,14089,8,6.22,30.7
Motorola Model 79312,106,5846,33779,13,6.23,87.8
OnePlus Model 79313,95,5497,23174,5,5.78,23.0
Sony Model 79314,65,5883,25277,3,4.57,67.7
Samsung Model 79315,97,3315,13288,5,7.0,61.9
Oppo Model 79316,129,3179,10046,6,5.53,12.0
Asus Model 79317,140,4158,12879,11,6.5,33.1
Google Model 79318,123,5028,36434,15,5.57,84.2
Google Model 79319,127,5664,28459,9,6.22,102.8
Nokia Model 79320,126,3414,26743,7,4.51,57.6
Realme Model 79321,61,4442,32960,9,5.26,26.7
Oppo Model 79322,63,4148,26753,6,5.58,59.0
Google Model 79323,117,5590,9273,12,5.37,101.7
Huawei Model 79324,112,4012,15734,5,5.37,50.1
Apple Model 79325,72,4904,3547,16,5.05,9.1
Xiaomi Model 79326,88,3871,27128,15,4.66,23.3
Huawei Model 79327,133,3633,16258,3,5.92,46.3
Apple Model 79328,67,3330,20526,14,5.34,81.2
Huawei Model 79329,86,3113,21010,3,6.2,89.3
Nokia Model 79330,79,3342,33324,15,5.79,95.3
Samsung Model 79331,78,5549,10425,3,5.03,92.7
Huawei Model 79332,76,3999,8158,5,7.08,41.2
Asus Model 79333,112,3186,17849,10,5.49,26.1
Huawei Model 79334,105,3257,15841,3,5.17,8.8
Apple Model 79335,143,4874,10403,10,6.51,89.5
Oppo Model 79336,118,4974,19995,7,5.85,45.1
Apple Model 79337,143,3794,3137,3,6.66,9.6
Realme Model 79338,134,5100,16503,10,6.41,71.5
Realme Model 79339,86,4575,36541,7,5.6,105.1
Apple Model 79340,111,4395,20665,10,6.12,88.5
Huawei Model 79341,96,3937,15084,12,5.06,30.2
Oppo Model 79342,117,4650,17212,12,5.52,86.5
Samsung Model 79343,128,5786,38487,12,6.99,66.9
Asus Model 79344,125,5428,21191,15,5.97,76.7
Huawei Model 79345,120,4889,36284,13,5.75,79.9
Google Model 79346,122,4307,26848,5,6.85,75.7
Motorola Model 79347,141,3497,21105,13,5.18,42.0
Sony Model 79348,123,3075,11388,8,6.55,58.6
Nokia Model 79349,137,3881,27347,4,5.11,96.0
OnePlus Model 79350,96,5689,9515,3,5.23,9.2
Oppo Model 79351,108,4679,10449,16,6.27,37.0
Motorola Model 79352,112,5236,39037,3,4.85,22.5
Oppo Model 79353,126,3164,22443,13,6.9,55.6
Motorola Model 79354,62,5503,33635,4,5.11,45.8
Realme Model 79355,87,4197,14568,13,6.79,56.0
Motorola Model 79356,106,4221,19989,4,5.8,44.7
Huawei Model 79357,124,4876,28471,15,6.1,45.8
Sony Model 79358,83,3338,21956,12,6.44,30.8
Google Model 79359,90,5258,11775,13,6.13,56.0
Nokia Model 79360,63,4889,5930,11,7.03,59.6
OnePlus Model 79361,118,3471,27398,7,6.15,100.9
Asus Model 79362,75,3388,29395,12,6.2,88.6
Oppo Model 79363,109,4560,36445,4,5.95,90.4
Apple Model 79364,77,5265,39642,13,6.41,103.1
Huawei Model 79365,115,5392,5592,9,4.72,79.8
Xiaomi Model 79366,64,3574,39928,10,6.31,81.1
Apple Model 79367,60,5045,23196,13,5.61,88.7
Xiaomi Model 79368,94,4543,27836,15,5.21,14.2
Oppo Model 79369,73,4310,6237,9,5.67,50.1
Huawei Model 79370,95,4436,39815,3,6.35,31.4
Samsung Model 79371,62,4400,4213,16,6.29,23.1
Huawei Model 79372,130,3184,12466,9,7.09,87.6
Huawei Model 79373,115,3786,33061,8,7.02,72.7
Sony Model 79374,72,3450,5439,11,6.39,101.6
Sony Model 79375,130,3254,14250,9,5.7,105.9
Huawei Model 79376,106,4438,12836,15,5.59,66.3
Oppo Model 79377,103,4596,17848,14,6.31,102.6
Sony Model 79378,74,5809,18631,16,4.91,88.0
Nokia Model 79379,80,4337,7870,13,6.01,39.4
Google Model 79380,89,4217,18196,11,5.31,98.8
Xiaomi Model 79381,90,4056,23536,14,5.68,103.3
Asus Model 79382,122,4222,30382,10,5.59,92.2
Huawei Model 79383,122,5157,15932,10,6.73,33.8
